Acteur_ID,Acteurs,Act_CDB,Act_CDF,Act_Prenoms,Act_Noms,Act_Sx,Act_DDN,Act_DDD,Act_Prf,Act_Orig
102806,Tim Holt,1937,1957,Charles John,Holt III,M,1919,1973,R:lead,Am
102807,Robert E. Homans,1923,1945,Robert,Homans,M,1874,1947,R:round-faced,Am
102808,Skip Homeier,1944,1977,Skip,Homeier,M,1929,199x,R:child actor,Am
102809,Oscar Homolka,1930,1974,Oskar,Homolka,M,,199x,R:heavy,Os
102810,Lois Maxwell,1947,1980,Lois,Hooker,F,1927,199x,R:secretary,Ca
102811,Margot Fonteyn,1983,,Peggy,Hookham,F,,1991,R:ballet dancer,Br
102812,Robert Hooks,1966,1982,Robert,Hooks,M,1937,199x,R:lead,Am
102813,Peter Hooten,,,Peter,Hooten,M,,199x,RU:,Un
102814,Vida Hope,1944,1958,Vida,Hope,F,1918,1963,R:comic proletarian roles,Br
102815,Beverly Hope,,,Beverly,Hope,F,,199x,RU:,Un
102816,Bob Hope,1938,1979,Leslie Townes,Hope,M,1903,199x,R:wisecracking comedian,Am
102817,Leslie Hope,,,Leslie,Hope,,,199x,RU:,Un
102818,Dennis Hopper,1955,1983,Dennis,Hoper,M,1935,199x,R:juvenile,Am
102819,Miriam Hopkins,1930,1966,Miriam,Hopkins,F,1902,1972,R:brittle,Am
102820,Anthony Hopkins,1968,1992,Anthony,Hopkins,M,1941,199x,R:character,Br (Welsh)
102821,Bo Hopkins,1970,1981,Bo,Hopkins,M,1942,199x,R:action hero,Am
102822,Victoria Hopper,1933,1938,Victoria,Hopper,F,1909,199x,R:lead,Ca
102823,Christiane Hoerbiger,1992,,Christiane,Hörbiger,F,,199x,R:sr,Ct
102824,Paul Hoerbiger,1932,1949,Paul,Hörbiger,M,,1981,R:sr,Ct
102825,Michael Hordern,1939,1983,Sir Michael,Hordern,M,1911,199x,R:careworn official,Br
102826,Twiggy,1971,1980,Lesley,Hornby,F,1946,199x,R:fashion model,Br
102827,Lena Horne,1938,1969,Lena,Horne,F,1917,199x,R:lithe and sultry singer,Am
102828,Victoria Horne,1944,1953,Victoria,Horne,F,1920,199x,R:comedienne,Am
102829,David Horne,1933,1959,David,Horne,M,1898,1970,R:character,Br
102830,Geoffrey Horne,1957,1959,Geoffrey,Horne,M,1926,199x,R:general purpose,Br
102831,Len Horne,,,Len,Horne,M,,199x,RU:,Un
102832,Peter Reynolds,1946,1968,Peter,Horrocks,M,1926,1975,R:light character,Br
102833,Lee Horsley,,,Lee,Horsley,,,199x,RU:,Un
102834,Bessie Love,1915,1976,Juanita,Horton,F,1898,1986,R:vivacious,Am
102835,Edward Everett Horton,1922,1970,Edward Everett,Horton,M,1886,1970,R:diffident comic,Am
102836,Robert Horton,1951,1969,Mead Howard,Horton,M,1924,199x,R:lead,Am
102837,Peter Horton,1989,,Peter,Horton,M,,199x,RU:,Am
102838,Bob Hoskins,1979,1983,Bob,Hoskins,M,1942,199x,R:character,Br
102839,Robert Hossein,1955,1982,Robert,Hossein,M,1927,199x,RU:,Fr
102840,Walter Huston,1928,1950,Walter,Houghston,M,1884,1950,R:wise,Am
102841,Jerry Houser,,,Jerry,Houser,M,,199x,RU:,Un
102842,Patrick Houser,,,Patrick,Houser,M,,199x,RU:,Un
102843,Arthur Housman,1923,1937,Arthur,Housman,M,1888,1942,R:incoherent drunk,Am
102844,Whitney Houston,1992,,Whitney,Houston,F,1960,,R:pop singer,Am
102845,Donald Houston,1948,1973,Donald,Houston,M,1923,1991,R:lead,Br; Welsh
102846,June Havoc,1941,1977,Ellen Evangeline,Hovick,F,1916,199x,R:dancer,Am
102847,Gypsy Rose Lee,1937,1966,Louise,Hovick,F,1913,1970,R:burlesque queen,Am
102848,Esther Howard,1931,1949,Esther,Howard,F,1893,1965,R:blowsy roles,Am
102849,Kathleen Howard,1934,1947,Kathleen,Howard,F,1879,1956,R:character,Ca
102850,Barbara Howard,,,Barbara,Howard,F,,199x,RU:,Un
102851,Susan Howard,,,Susan,Howard,F,,199x,RU:,Un
102852,Sydney Howard,1930,1945,Sydney,Howard,M,1884,1946,R:plump,Br
102853,Howard Cosell,1956,,Cosell,Howard,M,1919,199x,R:gravel-voiced commentator,Am
102854,Arthur Howard,1948,1975,Arthur,Howard,M,1910,199x,R:character,Am
102855,Ken Howard,1970,1978,Ken,Howard,M,1944,199x,R:hulking lead,Am
102856,Ronald Howard,1946,1971,Ronald,Howard,M,1918,199x,RU:,Br
102857,Ron Howard,1962,1979,Ronald (Ronny),Howard,M,1953,199x,R:child actor,Am
102858,Trevor Howard,1944,1988,Trevor,Howard,M,1916,1988,R:lead,Br
102859,Frankie Howerd,1954,1978,Francis,Howard,M,1921,199x,R:eccentric comedian,Br
102860,Brie Howard,,,Brie,Howard,M,,199x,RU:,Un
102861,Dan Howard,,,Dan,Howard,M,,199x,RU:,Un
102862,Clint Howard,,,Clint,Howard,M,,199x,RU:,Un
102863,Mel Howard,,,Mel,Howard,M,,199x,RU:,Un
102864,Shemp Howard,,,Shemp,Howard,M,,199x,RU:,Un
102865,Cherie Howell,,,Cherie,Howell,F,,199x,RU:,Un
102866,C.Thomas Howell,,,C.Thomas,Howell,M,1967,199x,RU:,Un
102867,Sally Ann Howes,1943,1972,Sally,Howes,F,1930,199x,R:child,Br
102868,Bobby Howes,1928,1961,Bobby,Howes,M,1895,1972,R:diffident,Br
102869,John Hoyt,1946,1962,John,Hoysradt,M,1905,199x,R:incisive character,Am
102870,Arthur Hoyt,1916,1947,Arthur,Hoyt,M,1873,1953,R:mild,Am
102871,Allan Hubbard,,,Allan,Hubbard,M,,199x,RU:,Un
102872,John Hubbard,,,John,Hubbard,M,,199x,RU:,Un
102873,Harold Huber,1933,1950,Harold,Huber,M,1904,1959,R:sly crook,Am
102874,Season Hubley,1973,1981,Season,Hubley,F,,199x,R:lead,Am
102875,Paul Hubschmid,1940,1969,Paul,Hubschmid,M,1917,199x,R:lead,Ge-Sw
102876,David Hucheson,1935,1973,David,Hucheson,M,1905,1976,R:monocled silly-asses,Br
102877,Cooper Huckabee,,,Cooper,Huckabee,M,,199x,RU:,Un
102878,Walter Hudd,1936,1962,Walter,Hudd,M,1898,199x,R:aloof,Br
102879,David Huddleston,1963,1980,David,Huddleston,M,1930,199x,R:oversized,Am
102880,Michael Huddleston,,,Michael,Huddleston,M,,199x,RU:,Un
102881,Rochelle Hudson,1930,1965,Rochelle,Hudson,F,1914,1972,R:ingenue roles,Am
102882,Bill Hudson,,,Bill,Hudson,M,,199x,RU:,Un
102883,Ernie Hudson,,,Ernie,Hudson,M,,199x,RU:,Un
102884,Brent Huff,,,Brent,Huff,M,,199x,RU:,Un
102885,Barbara Eden,1956,1981,Barbara,Huffman,F,1934,199x,R:lead,Am
102886,David Huffman,1978,1982,David,Huffman,M,1945,199x,R:general purpose,Am
102887,Jeremy Brett,1956,1977,Jeremy,Huggins,M,1935,199x,R:light lead,Br
102888,Mary Beth Hughes,1939,1977,Mary,Hughes,F,1919,199x,R:lead,Am
102889,Wendy Hughes,1979,1985,Wendy,Hughes,F,,199x,R:nice,Au?
102890,Barnard Hughes,1971,1981,Barnard,Hughes,M,1915,199x,R:character,Am
102891,Lloyd Hughes,1919,1939,Lloyd,Hughes,M,1896,1958,R:lead,Am
102892,Daniel HughKelly,,,Daniel,HughKelly,M,,199x,RU:,Un
102893,Jack Hulbert,1930,1973,Jack,Hulbert,M,1892,1978,R:jaunty,Br
102894,Claude Hulbert,1928,1960,Claude,Hulbert,M,1900,1963,R:`silly ass' comedian,Br
102895,Tom Hulce,1984,,Tom,Hulce,M,,199x,R:rebel,Am
102896,Dianne Hull,,,Dianne,Hull,F,,199x,RU:,Un
102897,Henry Hull,1917,1967,Henry,Hull,M,1890,1977,R:versatile character,Am
102898,Benita Hume,1928,1955,Benita,Hume,F,1906,1967,R:lead,Br
102899,Barry Humphries,,,Barry,Humphries,M,,199x,RU:,Un
102900,Gayle Hunicutt,1966,1983,Gayle,Hunicutt,F,1942,199x,R:lead,Am
102901,Arthur Hunicutt,1942,1975,Arthur,Hunicutt,M,1911,1979,R:slow-speaking,Am
102902,Helen Hunt,1973,1997,Helen,Hunt,F,1963,199x,R:smart,Am
102903,Joyce Compton,1926,1951,Eleanor,Hunt,F,1907,199x,R:light second lead,Am
102904,Marsha Hunt,1935,1959,Marcia,Hunt,F,1917,199x,R:lead,Am
102905,Linda Hunt,,,Linda,Hunt,F,,199x,RU:,Un
102906,Jimmy Hunt,,,Jimmy,Hunt,M,,199x,RU:,Un
102907,Martita Hunt,1933,1965,Martita,Hunt,,1900,1969,R:nosy spinster,Br
102908,Holly Hunter,1985,1992,Holly II,Hunter,F,1958,1998,R:cute,
102909,Glenn Hunter,1921,1941,Glenn,Hunter,M,1897,1945,R:lead,Am
102910,Ian Hunter,1922,1963,Ian,Hunter,M,1900,1975,R:dependable characters,Br
102911,Kaki Hunter,,,Kaki,Hunter,,,199x,RU:,Un
102912,Pam Huntington,,,Pam,Huntington,F,,199x,RU:,Un
102913,Raymond Huntley,1937,1973,Raymond,Huntley,M,1904,1990,R:character,Br
102914,Isabelle Huppert,1971,1982,Isabelle,Huppert,F,1955,199x,R:lead,Fr
102915,Brandon Hurst,1923,1947,Brandon,Hurst,M,1866,1947,R:character,Br
102916,David Hurst,1949,1969,David,Hurst,M,1925,199x,R:comedy,Os
102917,Paul Hurst,1927,1953,Paul,Hurst,M,1889,1953,R:cameo roles,Am
102918,Veronica Hurst,1951,1966,Veronica,Hurst,M,1931,199x,R:light lead,Br
102919,John Hurt,1962,1984,John,Hurt,M,1940,199x,R:offbeat,Br
102920,William Hurt,1980,1983,William,Hurt,M,1980,1983,R:lead,Am
102921,Tom Hurt,,,Tom,Hurt,M,,199x,RU:,Un
102922,Ferlin Husky,,,Ferlin,Husky,,,199x,RU:,Un
102923,Olivia Hussey,1965,1980,Olivia,Hussey,F,1951,199x,R:lead,Br
102924,Anjelica Huston,1968,1993,Anjelica,Huston,F,1951,199x,R:morbid,Am
102925,John Huston,1947,1984,John,Huston,M,1906,199x,R:unpredictable,Am
102926,Will Hutchins,1958,1967,Will,Hutchins,M,1932,199x,R:bland-faced,Am
102927,Josephine Hutchinson,1934,1970,Josephine,Hutchinson,F,1898,,R:sweet or maternal,Am
102928,Harold Huth,1927,1961,Harold,Huth,M,1892,1967,R:light lead,Br
102929,Betty Hutton,1942,1957,Betty,Hutton,F,1921,199x,R:blonde,Am
102930,Lauren Hutton,1971,1981,Mary,Hutton,F,1943,199x,R:lead,Am
102931,Jim Hutton,1958,1974,Jim,Hutton,M,1934,1979,R:gangly types,Am
102932,Timothy Hutton,1980,1983,Timothy,Hutton,M,1960,1998,R:lead,Am
102933,Leila Hyams,1924,1936,Leila,Hyams,F,1905,1977,R:vivacious,Am
102934,Dennis Hoey,1930,1951,Samuel David,Hyams,M,1893,1960,R:character,Br
102935,Wilfred HydeWhite,1937,1982,Wilfred,HydeWhite,M,1903,1991,R:character,Br
102936,Martha Hyer,1946,1970,Martha,Hyer,F,1929,199x,R:light lead,Am
102937,Scott Hylands,1968,1978,Scott,Hylands,M,,199x,R:lead,Am
102938,Jane Hylton,1947,1959,Jane,Hylton,F,1926,1979,RU:,Br
102939,Warren Hymer,1930,1946,Warren,Hymer,M,1906,1948,R:character,Am
102940,Mike Hynson,,,Mike,Hynson,M,,199x,RU:,Un
102941,Olaf Hytten,1924,1953,Olaf,Hytten,M,1888,1955,R:character,Br; Scots
102942,Eric Idle,,,Eric,Idle,M,,199x,RU:,Un
102943,James Iglehart,,,James,Iglehart,M,,199x,RU:,Un
102944,A.B. Imenson,,,A.B.,Imenson,M,,199x,RU:,Un
102945,Ralph Ince,1920,1933,Ralph,Ince,M,1882,1937,R:lead,Am
102946,Amy Ingersoll,,,Amy,Ingersoll,F,,199x,RU:,Un
102947,Connie Stevens,1957,1976,Concetta,Ingolia,F,1938,199x,R:lead,Am
102948,Rex Ingram,1929,1967,Rex,Ingram,M,1895,1969,R:black doctor,Am
102949,Jill Ireland,1955,1966,Jill,Ireland,F,1936,1990,R:lead,Br
102950,John Ireland,1945,1982,John,Ireland,M,1914,199x,R:tough,Ca
102951,Jeremy Irons,1980,1990,Jeremy,Irons,M,1948,1998,R:introspective type,Br
102952,Michael Ironside,,,Michael,Ironside,M,,199x,RU:,Un
102953,Robin Irvine,1927,,Robin,Irvine,M,,199x,RU:,Un
102954,Amy Irving,1978,1983,Amy,Irving,F,1953,199x,R:lead,Am
102955,Jennifer Jones,1939,1974,Phyllis,Isley,F,,1998,R:intense,Un
102956,Anne Bancroft,1952,,Anna Maria,Italiano,F,1931,199x,R:warm,Un
102957,Juzo Itami,1963,1984,Juzo,Itami,M,1934,199x,R:lead,Ja
102958,Manpeii Itami,1967,,Manpeii,Itami,M,1976,199x,R:child,Ja
102959,Eddie Cantor,1926,1952,Edward Israel,Itskowitz,M,1892,1964,R:rolling-eyed,
102960,Zachary Ittimangnaq,,,Zachary,Ittimangnaq,M,,199x,RU:,Un
102961,Gregory Itzin,,,Gregory,Itzin,M,,199x,RU:,Un
102962,Rosalind Ivan,1944,1954,Rosalind,Ivan,F,1884,1959,R:character,Am
102963,Burl Ives,1946,1981,Burl Icle,Ivanhoe,M,1909,199x,R:singer,Am
102964,Judith Ivey,,,Judith,Ivey,F,,199x,RU:,Un
102965,Wolfman Jack,,,Wolfman,Jack,M,,199x,RU:,Un
102966,Anne Jackson,1950,1980,Anne,Jackson,F,1925,199x,RU:,Am
102967,Freda Jackson,1942,1965,Freda,Jackson,F,1909,1990,R:melodramatic,Br
102968,Glenda Jackson,1966,1983,Glenda,Jackson,F,1937,199x,RU:,Br
102969,Kate Jackson,1970,1983,Kate,Jackson,F,1950,199x,R:ghost,Am
102970,Sherry Jackson,,,Sherry,Jackson,F,,199x,RU:,Un
102971,Jamie Smith Jackson,,,Jamie,Jackson,M,,199x,RU:,Un
102972,Gordon Jackson,1942,1981,Gordon,Jackson,M,1923,1990,R:rueful expression,Br ; Scots
102973,Selmer Jackson,1931,1960,Selmer,Jackson,M,1888,1971,R:character,Am
102974,Thomas Jackson,1930,1965,Thomas E.,Jackson,M,1886,1967,R:character,Am
102975,Michael Jackson,,,Michael,Jackson,M,,199x,RU:,Un
102976,Irene Jacob,1991,,Irène,Jacob,F,,,RU:,R:beauty
102977,Derek Jacobi,1973,1982,Derek,Jacobi,M,1938,199x,RU:,Br
102978,Lou Jacobi,1962,1982,Lou,Jacobi,M,1913,199x,R:chubby,Am
102979,Piper Laurie,1950,1978,Rosetta,Jacobs,F,1932,199x,R:pert,Am
102980,Lee J. Cobb,1937,1975,Leo,Jacoby,M,1911,1976,R:powerful,Am
102981,Scott Jacoby,1972,1977,Scott,Jacoby,M,1956,199x,R:juvenile lead,Am
102982,Hattie Jacques,1947,1969,Hattie,Jacques,F,1924,1980,R:oversized comic,Br
102983,Janis Paige,1944,1956,Donna Mae,Jaden,F,1922,199x,R:lead,Am
102984,Richard Jaeckel,1943,1977,Richard,Jaeckel,M,1926,1997,R:frightened youth,Am
102985,Sam Jaffe,1934,1980,Sam,Jaffe,M,1893,1984,R:eccentric appearance,Am
102986,Saeed Jaffrey,,,Saeed,Jaffrey,,,199x,RU:,Un
102987,Henry Jaglom,1990,,Henry,Jaglom,M,,199x,R:lead,Am
102988,Elizabeth James,,,Elizabeth,James,F,,199x,RU:,Un
102989,Jessica James,,,Jessica,James,F,,199x,RU:,Un
102990,Clifton James,1964,1980,Clifton,James,M,1921,199x,R:corpulent,Am
102991,Harry James,1942,1956,Harry,James,M,1916,199x,R:bandleader,Am
102992,Sid James,1946,1973,Sidney,James,M,1913,1976,R:crumple-faced comic,SA
102993,Michael Jayston,1970,1980,Michael,James,M,1936,199x,RU:,Br
102994,Sonny James,,,Sonny,James,M,,199x,RU:,Un
102995,Thomas Jameson,1927,1938,Thomas,Jameson,M,1892,1939,R:other man,Br
102996,Frédérique Jamet,,,Frédérique,Jamet,M,,199x,RU:,Un
102997,Emil Jannings,1914,1945,Theodor Janenz,Janenz,M,1881,1950,R:distinguished,Ge
102998,Horst Janson,,,Horst,Janson,M,,199x,RU:,Un
102999,Famke Janssen,1995,,Famke,Janssen,F,,199x,R:trong,Du
103000,David Janssen,1952,1979,David,Janssen,M,1930,1980,R:persona doggedly glum,Am
103001,Louis January,,,Louis,January,M,,199x,RU:,Un
103002,Claude Jarman jr.,1946,1956,Claude,Jarman jr.,M,1934,1998,R:boy actor,Am
103003,Sybil Jason,1935,1940,Sybil,Jason,F,1929,199x,R:child,SA
103004,Rick Jason,1953,1976,Rick,Jason,M,1929,199x,R:lead,Am
103005,Peter Jason,,,Peter,Jason,M,,199x,RU:,Un
103006,Brigitte Bardot,1954,1973,Camille,Javal,F,1933,199x,R:sexy,Fr
103007,Mijanou Bardot,1960,,Mijanou,Javal,F,,199x,R:sexy,Fr
103008,Gloria Jean,1939,1961,Gloria,Jean,F,1928,199x,RU:,Am
103009,Zizi Jeanmaire,1952,1960,Renee,Jeanmaire,F,1924,199x,R:dancer,Fr
103010,Isabel Jeans,1921,1963,Isabel,Jeans,F,1891,1985,R:aristocratic roles,Br
103011,Allan Jeayes,1932,1950,Allan,Jeayes,M,1885,1963,R:dignified heavy presence,Br
103012,Finlay Currie,1932,1965,Finlay,Jefferson,M,1878,1968,RU:,Br(Sc)
103013,Stan Laurel,1915,1974,Arthur Stanley,Jefferson,M,1890,1965,R:thin comic,Br
103014,Barbara Jefford,1967,1970,Barbara,Jefford,F,1930,199x,RU:,Br
103015,Dean Jagger,1929,1977,Dean,Jeffries,M,1903,1991,R:sympathetic roles,Am
103016,Lionel Jeffries,1950,1981,Lionel,Jeffries,M,1926,199x,R:bald comedian,Br
103017,Lang Jeffries,,,Lang,Jeffries,M,,199x,RU:,Un
103018,Jena Malone,1997,,Malone,Jena,F,1984,199x,R:lonely girl,Un
103019,Ian Jenble,,,Ian,Jenble,M,,199x,RU:,Un
103020,Megs Jenkins,1939,1969,Megs,Jenkins,F,1917,199x,R:plump,Br
103021,Wendy Barrie,1932,1954,Wendy,Jenkins,F,1912,1978,R:lead,Br
103022,Richard Burton,1948,1983,Richard,Jenkins,M,1925,1984,R:brooding,Br; Welsh
103023,Jackie 'Butch' Jenkins,1943,1948,Jackie,Jenkins,M,1937,199x,R:buck-toothed,Am
103024,Frank Jenks,1937,1953,Frank,Jenks,M,1902,1962,R:character comedian,Am
103025,Claudia Jennings,,,Claudia,Jennings,F,,199x,RU:,Un
103026,DeWitt Jennings,1915,1937,DeWitt,Jennings,M,1879,1937,R:stern and bulky,Am
103027,Salome Jens,1961,1981,Salome,Jens,F,1935,199x,R:lead,Am
103028,Colleen Gray,1947,1968,Doris,Jensen,F,1922,199x,R:lead,Am
103029,Roy Cameron Jensen,,,Roy Cameron,Jensen,M,,199x,RU:,Un
103030,Roy Jenson,,,Roy,Jenson,M,,199x,RU:,Un
103031,Patricia Jessel,1951,1966,Patricia,Jessel,F,1920,1968,R:character,Br
103032,George Jessel,1919,1969,George,Jessel,M,1898,1981,R:in vaudeville,Am
103033,Isabel Jewell,1933,1957,Isabel,Jewell,F,1913,1972,R:diminutive lead,Am
103034,Ann Jillian,,,Ann,Jillian,F,,199x,RU:,Un
103035,Zita Johann,1931,1934,Zita,Johann,F,1904,199x,R:lead,Hu
103036,David Johansen,,,David,Johansen,M,,199x,RU:,Un
103037,Rosamund John,1934,1956,Rosamund,John,F,1913,199x,R:redhead,Br
103038,Glynis Johns,1936,1973,Glynis,Johns,F,1923,199x,R:charming,SA
103039,Laraine Day,1937,1978,Laraine,Johnson,F,1917,199x,R:lead,Am
103040,Celia Johnson,1942,1980,Dame Celia,Johnson,F,1908,1982,R:well-bred,Br
103041,Katie Johnson,1941,1956,Katie,Johnson,F,1878,1957,R:old lady,Br
103042,Lynn-Holly Johnson,1978,1981,Lynn-Holly,Johnson,F,,199x,R:lead,Am
103043,Nora Swinburne,1930,1971,Elinore,Johnson,F,1902,199x,RU:,Br
103044,Glynis Johnson,,,Glynis,Johnson,F,,199x,RU:,Un
103045,Laura Johnson,1989,,Laura,Johnson,F,,199x,RU:,Un
103046,Michelle Johnson,,,Michelle,Johnson,F,,199x,RU:,Un
103047,Troy Donahue,1957,1983,Merle,Johnson,M,1936,199x,R:beefcake hero,Am
103048,Arte Johnson,1956,1979,Arte,Johnson,M,1934,199x,R:comic,Am
103049,Arthur Johnson,1908,1914,Arthur,Johnson,M,1876,1916,R:big,Am
103050,Ben Johnson,1940,1980,Ben,Johnson,M,1920,1995,R:cowboy,Am
103051,Chic Johnson,1930,1945,Harold Ogden,Johnson,M,1891,1962,R:portly comic,Am
103052,Don Johnson,1970,1979,Don,Johnson,M,,199x,R:lead,Am
103053,Noble Johnson,1922,1950,Noble,Johnson,M,1897,,R:fearsome native chiefs,Am
103054,Rafer Johnson,1961,1963,Rafer,Johnson,M,1935,199x,R:black athlete,Am
103055,Richard Johnson,1951,1983,Richard,Johnson,M,1927,199x,R:hero,Br
103056,Laurence Naismith,1947,1972,Laurence,Johnson,M,1908,199x,R:character,Br
103057,Raymond StJacques,1964,1978,James,Johnson,M,1930,1990,R:black lead,Am
103058,Stephen Johnson,,,Stephen,Johnson,M,,199x,RU:,Un
103059,Margaret Johnston,1940,1967,Margaret,Johnston,F,1917,199x,RU:,Au
103060,Jo Johnston,,,Jo,Johnston,F,,199x,RU:,Un
103061,Oliver Johnston,1955,1967,Oliver,Johnston,M,1888,1906,R:character,Br
103062,Johnny Johnston,,,Johnny,Johnston,M,,199x,RU:,Un
103063,Susan Jones,,,Susan,Jones,F,,199x,RU:,Un
103064,Lois Collier,1938,1958,Madelyn,Jones,F,1919,199x,R:weird woman,Am
103065,Ruth Gordon,1915,1983,Ruth Gordon,Jones,F,1896,1985,R:distinguished,Am
103066,Carolyn Jones,1952,1980,Carolyn,Jones,F,1929,1983,R:off-beat dark-eyed,Am
103067,Shirley Jones,1955,1980,Shirley,Jones,F,1934,1998,R:singer,Am
103068,Virginia Mayo,1943,1978,Virginia,Jones,F,1920,1995,R:peaches and cream,Am
103069,Grace Jones,1984,1985,Grace,Jones,F,,199x,R:tough black lead,
103070,Hannah Jones,,,Hannah,Jones,F,,199x,RU:,Un
103071,Jocelyn Jones,,,Jocelyn,Jones,F,,199x,RU:,Un
103072,David Bowie,1976,1983,David Robert,Jones,M,1947,199x,R:musician,Br
103073,Henry Jones,1951,1980,Henry,Jones,M,1912,199x,R:guy next door,Am
103074,Tommy Lee Jones,1970,1993,Tommy Lee,Jones,M,1946,199x,R:confident,Am
103075,Duane Jones,,,Duane,Jones,M,,199x,RU:,Un
103076,Allan Jones,1935,1967,Allan,Jones,M,1907,1992,R:singer,Am
103077,Barry Jones,1931,1965,Barry,Jones,M,1893,1981,R:diffident,Br
103078,Christopher Jones,1967,1970,Christopher,Jones,M,1941,199x,R:hero,Am
103079,Dean Jones,1956,1978,Dean,Jones,M,1933,199x,R:well-behaved,Am
103080,Emrys Jones,1942,1960,Emrys,Jones,M,1915,1972,RU:,Br
103081,Freddie Jones,1968,1983,Freddie,Jones,M,1927,199x,R:clever twitchy,Br
103082,Griffith Jones,1932,1968,Griffith,Jones,M,1910,199x,R:lead,Br
103083,James Earl Jones,1970,1982,James Earl,Jones,M,1931,199x,R:black lead,Am
103084,Spike Jones,1943,1955,Lindley Armstrong,Jones,M,1911,1965,R:pint-sized bandleader,Am
103085,Jeffrey Jones,,,Jeffrey,Jones,M,,199x,RU:,Un
103086,Terry Jones,,,Terry,Jones,,,199x,RU:,Un
103087,Samson Jorah,,,Samson,Jorah,M,,199x,RU:,Un
103088,Bobbie Jordan,1937,1956,Bobbie,Jordan,M,1923,1965,RU:,Am
103089,Richard Jordan,1970,1980,Richard,Jordan,M,1938,199x,R:lead,Am
103090,Christine Jorgenson,,,Christopher,Jorgenson,M(F),,1989,RU:,Am
103091,Victor Jory,1932,1980,Victor,Jory,M,1902,1982,R:saturnine,Ca
103092,Yvonne Mitchell,1948,1976,Yvonne,Joseph,F,1925,1976,RU:,Br
103093,Jackie Joseph,,,Jackie,Joseph,,,199x,RU:,Un
103094,Erland Josephson,1958,1980,Erland,Josephson,M,,199x,R:character,Sw
103095,Allyn Joslyn,1937,1964,Allyn,Joslyn,F,1905,1981,R:crumpled features,Am
103096,Darwin Joston,,,Darwin,Joston,M,,199x,RU:,Un
103097,Louis Jouvet,1933,1950,Louis,Jouvet,M,1887,1951,R:distinguished,Fr
103098,Leatrice Joy,1920,1952,Leatrice,Joy,F,1899,199x,R:vivacious,Am
103099,Robert Joy,,,Robert,Joy,M,,199x,RU:,Un
103100,Alice Joyce,1917,1938,Alice,Joyce,F,1889,1955,R:lead,Am
103101,Alan Hale jr.,1942,1957,Alan,jr,M,1918,1990,R:character,Am
103102,Ashley Judd,1994,,Ashley,Judd,F,1970,199x,RU:,Un
103103,Edward Judd,1961,1976,Edward,Judd,M,1932,199x,R:general purpose,Br
103104,Robert Judd,,,Robert,Judd,M,,199x,RU:,Un
103105,F.J. McCormick,1937,1946,Peter,Judge,M,1891,1947,R:character,Ir
103106,Raul Julia,1978,1982,Raul,Julia,M,1940,1994,R:character,PR
103107,Gordon Jump,1972,1978,Gordon,Jump,M,,199x,R:character,Ca
103108,Sally Blane,1927,1949,Elizabeth,Jung,F,1910,199x,R:lead,Am
103109,Helen Twelvetrees,1929,1937,Helen,Jurgens,F,1908,1958,R:lead,Am
103110,Deana Jurgens,,,Deana,Jurgens,F,,199x,RU:,Un
103111,Curt Jurgens,1935,1980,Curt,Jürgens,M,1912,1982,R:lead,Ge
103112,Gabi Just,1991,,Gabi,Just,F,,199x,R:dancer,Ge
103113,James Robertson Justice,,,James,Justice,M,,199x,RU:,Un
103114,Richard Travis,1941,1955,William,Justice,M,1913,199x,R:lead,Am
103115,John Justin,1940,1983,John,Justin,M,1917,199x,R:lead,Br
103116,George Justin,,,George,Justin,M,,199x,RU:,Un
103117,Suzanne Kaaren,,,Suzanne,Kaaren,M,,199x,RU:,Un
103118,Kurt Kasznar,1951,1967,Isser,Kac,M,1913,1979,R:chubby,Os
103119,Kurt Katch,1951,1969,Isser,Kac,M,1896,1958,R:bald,Po
103120,Merna Kennedy,1928,1934,Maude,Kahler,F,1908,1944,R:lead,Am
103121,Wolf Kahler,,,Wolf,Kahler,M,,199x,RU:,Un
103122,Florence Kahn,1935,,Florence,Kahn,F,,199x,RU:,Un
103123,Madeleine Kahn,1972,1983,Madeleine,Kahn,F,1942,199x,R:comic,Am
103124,Jonathan Kahn,,,Jonathan,Kahn,M,,199x,RU:,Un
103125,Norman Kerry,1916,1931,Arnold,Kaiser,M,1889,1956,R:lead,Am
103126,Charles Korvin,1944,1959,Geza,Kaiser,M,1907,199x,R:lead,Cz
103127,Toni Kalem,,,Toni,Kalem,,,199x,RU:,Un
103128,Helen Kallianoites,1970,,Helena,Kallianoites,F,,199x,R:neuroticx,
103129,Maria Callas,1971,1971,Maria,Kalogeropolos,F,1923,1977,R:non-singing role,Gr-Am
103130,Cara Williams,1943,1977,Bernice,Kamiat,F,1925,199x,R:comedienne,Am
103131,Simone Signoret,1942,1979,Simone,Kaminker,F,1921,1985,R:lead,Fr
103132,Ida Kaminska,1966,1970,Ida,Kaminska,F,,1980,RU:,Un
103133,Mel Brooks,1969,1983,Melvin,Kaminsky,M,1926,199x,R:offbeat,Am
103134,Danny Kaye,1944,1976,David Daniel,Kaminsky,M,1913,1987,R:ebullient,Am
103135,Anna Kanakis,,,Anna,Kanakis,M,,199x,RU:,Un
103136,Steve Kanaly,,,Steve,Kanaly,M,,199x,RU:,Un
103137,Carol Kane,1977,1982,Carol,Kane,F,1952,199x,R:lead,Am
103138,Byron Kane,,,Byron,Kane,M,,199x,RU:,Un
