FilmRef,Film_Nom,Film_Ann,FR_nom,FP_nom,FS_nom,Process,Categorie,F_Rcp
CGr10,Eat My Dust!,1976,D:C.Griffith,PN:Jon Davison,St:NWP,prc,Action,CG***
CkB10,Gumball Rally,1976,D:Bail,PN:DFasvid Barber,St:Columbia,Tcol,Action,H
ChL1,A Place in Time,1976,D:Lane,PN:,SU:,bws,Drame,
ClM10,The Best Way to Walk,1976,D:C.Miller,PN:,SU:,prc,Drame,aw
DnD10,L'Ombre des Chateaux,1976,D:Duval,PU:,SU:,prc,Drame,
FDL10,The Hit Men,1976,D:DiLeo,PN:,SU:,prc,Drame,aw
GeB3,Pumping Iron,1976,D:G.Butler,PN:,SU:,,Documentaire,aw
HGr5,Thieves,1976,D:Gardner,PN:,SU:,prc,Drame,
IFy10,Rolling Thunder,1976,D:J.Flynn,PN:,SU:,col,Action,
ILn10,The Great Smokey Roadblock,1976,D:J.Leone,PN:Allan F. Bodon,St:Marvista,col,Aventure,H
JFg10,The Enforcer,1976,D:Fargo,PN:Robert Daley,St:Warners,DeLuxe,Drame,H
JHj10,Creature from Black Lake,1976,D:Houck,PN:,SU:,prc,Drame,aw
JoD5,Hollywood Boulevard,1976,D:Dante,"P:Jon Davison, Corman",St:NewWorld,prc,"Porn, Comédie",CG**
JsF10,The Big Bus,1976,D:Frawley,"PN:Fred Freeman, Lawrence J. Cohen",St:Paramount,Mlab,Comédie,H
LIC10,Sailor Who Fell from Grace With the Sea,1976,D:Carlino,PN:Martin Poll,St:AVCO,Tcol,Porn,H
KSh10,The River Niger,1976,D:Shah,PN:,SU:,col,Drame,CG**
MAk10,"Mohammad, Messenger of God",1976,D:Akkad,PN:,SU:,,Biopic,
MLH5,Nasty Habits,1976,D:LindsayHogg,PN:Robert Enders,"St:Brut,Bowden",Tcol,Comédie,H*
MLn10,The Loneliest Runner,1976,D:M.Landon,PN:M.Landon,SU:,TV,Drame,aw
MLu10,Street People,1976,D:Lucidi,PN:,SU:,col,Action,CG**
MMi10,Jackson County Jail,1976,D:M.Miller,P:Corman,"St:U.A., NWP",Mcol,Action,H
MSz8,Car Wash,1976,D:Schultz,PN:,SU:,prc,Drame,aw
MxB10,Ode to Billy Joe,1976,D:Baer,PN:,SU:,,Drame,CG**
NiG10,The Little Girl Who Lives Down the Lane,1976,D:Gessner,PN:,SU:,prc,Drame,aw
PSy10,To the Devil...A Daughter,1976,D:Sykes,PN:,SU:,prc,Drame,aw
RbM1,Murder by Death,1976,D:R.Moore,P:Ray Stark,St:MGM,Mcol,"Comédie, Suspense",H*
RHf10,Futureworld,1976,D:Heffron,"PN:James T. Aubrey jr., Paul Lazurus III",St:AIP,Mcol,"Fantasy, Suspense",H*
RHo1,Grand Theft Auto,1976,D:R.Howard,P:Corman,St:NWP,col,Action,
RMr10,Penetration,1976,D:Montero,P:Mishkin,SU:,prc,Porn,
SOS10,Sparkle,1976,D:OSteen,PN:,SU:,prc,"Musicale, Biopic",-H
SRf10,Adventures of the Wilderness Family,1976,D:Raffill,PN:,SU:,prc,Aventure,aw
TKo10,Fun with Dick and Jane,1976,D:Kotcheff,PN:,SU:,prc,Drame,aw
WGi5,Grizzly,1976,D:Girdler,"PN:David Sheldon, Hasrvey Flaxman",St:Film Ventures international,Mlab AO,Horreur,H
WiW1,Kings of the Road,1976,D:Wenders,PN:,SL:FRG,,Drame,[4]
Z3410,Amelia Earhart,1976,D:Unknown34,PN:,SU:,prc,Biopic,aw
HBe2,Black Marble,1976,D:H.Becker,PN:,SU:,prc,Drame,aw
GC51,Love Among the Ruins,1975,D:Cukor,PU:,SU:,TV,Drame,
MdO70,Benilde ou a Virgem Mãe,1975,D:deOliveira,PN:deOliveira,SU:,prc,Drame,aw
RoS110,One of Our Dinosaurs is Missing,1975,D:Stevenson,PN:,SU:,prc,SciFi,aw
NNo2,Best Friends,1975,D:N.Nosseck,PU:,SU:,col,Drame,aw
IH38,The Man Who Would Be King,1975,D:J.Huston,PN:John Foreman,"St:Columbia, Allied",col,"Comédie, Drame",
AkK26,Derzu Uzala,1975,D:Kurosawa,PN:,SD:NWP,,Drame,AA for
RtB30,Lancelot du Lac,1975,D:Bresson,PU:,SU:,bnw,Fantasy,H-
RWi36,The Hindenburg,1975,D:R.Wise,P:R.Wise,St:Universal,Tcol,Aventure,H*
ISt40,Chino,1975,D:J.Sturges,P:deLaurentiis,SU:,col,Western,H
RiF36,Mandingo,1975,D:R.Fleischer,PN:Peter Herald,St:deLaurentiis,Tcol,Drame,H
JLo25,Romantic Englishwoman,1975,D:Losey,PN:Daniel M. Angel,St:Dial,Ecol,Romance,H*
RaT46,It's not the Size That Counts,1975,D:R.Thomas,P:B.Box,St:Joseph Brenner,col,Comédie,
MFr33,Prisoner of 2nd Avenue,1975,D:Frank,PN:Melvin Frank,St:Warners,Tcol,"Comédie, Drame",H*
MiA21,Conduct Unbecoming,1975,D:M.Anderson,PN:,SU:,,Drame,aw
RcB25,Bite the Bullet,1975,D:R.Brooks,PN:,SU:,prc,Drame,aw
KHu21,Oh Alfie,1975,D:K.Hughes,PN:Dugald Rankin,St:EMI,Tcol,"Romance, Porn",CG*
ADx25,Met Deric Bouts,1975,D:Delvaux,PN:,SU:,col,Documentaire,aw
JIv20,Maurice,1975,D:Ivory,P:Ivory,SU:,,Drame,h-
JIv21,The Slaves of New York,1975,D:Ivory,P:Ivory,SU:,,Drame,
RoA57,Hustle,1975,D:Aldrich,P:Aldrich,St:Paramount,Ecol,Drame,H
RoA64,The Longest Yard,1975,D:Aldrich,P:Aldrich,St:Paramount,prc,Comédie,
StK9,A Clockwork Orange,1975,D:Kubrick,P:Kubrick,St:Warners,col,SciFi,Z*
StK10,Barry Lyndon,1975,D:Kubrick,P:Kubrick,St:Warners,Ecol,Aventure,"AAN, AAN dir, H**"
GGr18,Once is Not Enough,1975,D:Guy Green,P:Koch,St:Paramount,prc,Drame,aw
KoI50,I am a Cat,1975,D:Ichikawa,PN:,SU:,,Drame,aw
BVS10,The Brain Eaters,1975,D:VeSota,PN:,SU:,prc,Horreur,aw
CoW7,Shark's Treasure,1975,D:C.Wilde,PN:,SU:,prc,Drame,aw
RAl73,Nashville,1975,D:Altman,PN:Martin Starger,St:Paramount,Mcol,Musicale,"NFR, H**"
ToG10,Breakout,1975,D:Gries,PN:,SU:,prc,Drame,aw
LMa19,Lacombe Lucien,1975,D:Malle,PN:,SU:,prc,Drame,aw
MFe30,Blowout,1975,D:Ferreri,PN:,SU:,prc,Drame,aw
IFr18,The French Connection II,1975,D:Frankenheimer,PN:Philip D'Antoni,St:Fox,DeLuxe,Drame,
SL22,Dog Day Afternoon,1975,D:Lumet,P:Bregman,SU:,prc,Drame,aw
SS6,Jaws,1975,D:Spielberg,PN:William S. Gilmore jr.,"St:MCA,Universal",Tcol,Suspense,"H**, AAN"
SS7,Close Encounters of the Third Kind,1975,D:Spielberg,"PN:Julia Philips, Michael Philips",St:Columbia,Ecol,SciFi,AAN dir
ArP15,Night Moves,1975,D:A.Penn,PN:Robert M. Sherman,St:Warners,Tcol,Mystère,H*
ClC35,Une Partie de Plaisir,1975,D:Chabrol,P:Andre Genoves,St:La Boetie,col,Drame,aw
FT16,L'histoire d'Adèle H.,1975,D:Truffaut,"PN:Marcel Bebert, Claude Miller","St:Carosse, SD:MGM",Ecol,Biopic,H*
JLG33,Numero Deux,1975,D:Godard,PU:,SU:,prc,Drame,
SRo35,Drowning Pool,1975,D:Rosenberg,"P:Turman, David Foster",St:Warners,Tcol,"Action, Suspense",H
ClL17,And now My Love,1975,D:Lelouch,PN:,SU:,prc,Drame,
IS8,The Day of the Locust,1975,D:Schlesinger,"P:J.Hellman, Sheldon Shrager",St:Paramount,Tcol,Drame,(H**)
JqD12,Donkey Skin,1975,D:J.Demy,PN:,SU:,prc,Drame,aw
HiT30,Out of Work for Years,1975,D:Teshigahara,PN:,SU:,prc,Drame,aw
PaP35,The 120 days of Sodom,1975,D:Pasolini,PN:,SU:,prc,Porn,aw
RDL12,The Four Musketeers,1975,D:R.Lester,"PN:Alexander Salkind, Michael Salkind",St:Fox,Tcol,Action,H*
RDL13,Royal Flash,1975,D:Lester,PN:David V. Picker,St:Fox,Tcol,"Aventure, Biopic",H
SaP15,Killer Elite,1975,D:Peckinpah,PN:,SU:,prc,Action,aw
GRH9,The Great Waldo Pepper,1975,D:G.R.Hill,P:G.R.Hill,St:Universal,TcolAO,Aventure,H*
JPd26,Matrimonial Warfare,1975,D:deAndrade,PU:,SU:,prc,Drame,
SP45,The Yakuza,1975,D:S.Pollack,"PN:S.Pollack, Michael Hamilburg",St:Warners,Tcol,Action,H
SP46,The Way We Were,1975,D:S.Pollack,"P:Ray Stark, Guber",St:Columbia,Ecol,"Drame, Comédie",H**
LiW9,Swept Away,1975,D:Wertmuller,PN:,SU:,,Drame,
NJ13,Rollerball,1975,D:Jewison,P:Jewison,St:U.A.,Tcol,Action,H*
PK3,White Dawn,1975,D:Ph.Kaufman,P:Ransohoff,St:Paramount,Mlab,Drame,H
KRu8,Tommy,1975,D:K.Russell,PN:,SU:,col,Musicale,aw
KRu9,Lisztomania,1975,D:K.Russell,PN:Roy Baird,St:David Puttnam,col,"Biopic, Musicale, Porn",H
MF5,One Flew over the Cuckoo's Nest,1975,D:Forman,"PN:Saul Zaentz, Michael Douglas",St:U.A.,col,Drame,"AA, Z*"
CCG6,Special Section,1975,D:CostaGavras,PN:,SU:,prc,Drame,aw
EtS4,We all Loved Each Other So Much,1975,D:Scola,PN:,SU:,prc,Comédie,aw
JkH20,The Switchblade Sisters,1975,D:Jack Hill,PU:,SU:,col,Horreur,aw
NoT10,Apple Dumpling Gang,1975,D:Tokar,PN:Bill Anderson,St:Disney,Tcol,"Western, Romance",H
NoT12,Snowball Express,1975,D:Tokar,PN:Ron Miller,St:Disney,Tcol,Comédie,H
JSg12,Hustling,1975,D:Sargent,PN:,SU:,prc,Drame,aw
MN6,The Fortune,1975,D:M.Nichols,PN:,St:Columbia,col,Comédie,aw
VoS20,The Lost Honor of Katharina Blum,1975,D:Schlondorff,PN:,SL:Germany,col,Drame,
MRt6,Smile,1975,D:M.Ritchie,P:M.Ritchie,St:U.A.,DeLuxe,Comédie,"F81,H*"
PCo12,The Spiral Staircase,1975,D:Collinson,PN:Peter Shaw,St:Waners,Tcol,Suspense,H
WBz17,La Bete,1975,D:Borowczyck,PN:,SU:,prc,Drame,aw
Pbo8,At Long Last Love,1975,D:Bogdanovich,PU:,SU:,col,Drame,aw
ATe2,Souveniers d'en France,1975,D:Techine,PN:,SU:,prc,Drame,aw
BSc9,Maitresse,1975,D:Schroeder,PN:,SU:,,Drame,aw
HbR6,Funny Lady,1975,D:H.Ross,P:Ray Stark,St:Columbia,Ecol,Comédie,H*
HbR7,The Sunshine Boys,1975,D:H.Ross,PN:,SU:,prc,Drame,aw
RWF18,Fox and his friends,1975,D:Fassbinder,PN:,St:Tango,col,Romance,aw
DCr6,Shivers,1975,D:Cronenberg,PN:,SU:,prc,Drame,aw
EdA10,Point of Order,1975,D:deAntonio,PN:,SU:,,Documentaire,
HAs4,Shampoo,1975,D:Ashby,"P:Guber, Beatty",St:Columbia,Tcol,Comédie,H*
HAs5,Bound for Glory,1975,D:Ashby,"PN:Robert F. Blumhofe, Harold Leventhal",St:U.A.,DeLuxe,"Drame, Musicale","AAN, H*"
RFu20,Devil's Rain,1975,D:Fuest,PN:Sandy Howard,SU:,col,Fantasy,H
TAn5,Die Waderschauspieler,1975,D:Angelopoulos,PU:,SU:,prc,Drame,
AJy12,Topo,1975,D:Jodorowsky,PN:,SU:,prc,Drame,aw
JLr10,"Vampyres, Daughters of Dracula",1975,D:Larraz,PN:Brian SmedleyAston,St:Cambist,col,"Porn, Horreur",aw
MiT3,Mister Quilp,1975,D:Tuchner,PN:,SU:,,Musicale,
PWr3,Picnic at Hanging Rock,1975,D:Weir,"PN:Hal McElroy, Jim McElroy,",St:Australia Film Corp.,Ecol,Mystère,H*
RBa3,The Nine Lives of Fritz the Cat,1975,D:Bakshi,PN:,SU:,,Animation,
RBa4,Coonskin,1975,D:Bakshi,PN:,SU:,,Animation,
SPo2,Let's Do It Again,1975,D:Poitier,"PN:Melville Tucker, Pembroke J. Herring","St:Warners, First Artists",Tcol,Comédie,H
PBa3,Death Race 2000,1975,D:Bartel,P:Corman,St:New World,col,Noir,H*
StM2,Rooster Cogburn,1975,D:St.Millar,PN:,SU:,col,Drame,aw
RCm15,Return to Macon County,1975,D:Compton,PN:Sam Arkuff,SU:,col,Action,CG**
ShM15,Tidal Wave,1975,D:Moritani,"PN:Max E. Youngstein, R.Corman","St:Toho, New World",col,Catastrophe,aw
BTv2,Que La Fete Commence,1975,D:Tavernier,PN:,SU:,prc,Drame,aw
JDe3,Crazy Mama,1975,D:J.Demme,PN:Julie Corman,St:New World,col,Comédie,H
JuJ2,"Emmanuelle, The Joys of a Woman",1975,D:Jaekin,PN:,SU:,prc,Drame,aw
ClW10,It's My Turn,1975,D:Weill,PN:,SU:,prc,Drame,aw
DGi10,Black Bird,1975,D:Giler,PN:,SU:,prc,Drame,aw
DRi10,Farewell My Lovely,1975,D:Richards,PN:Elliott Kastner,St:Avco Embassy,Tcol,Suspense,H**
EFo10,"Chesty Anderson, U.S. Navy",1975,D:E.Forsyth,PN:,SU:,prc,Drame,H-
HeB1,King of the Night,1975,D:Babenco,PN:,SU:,,Drame,
JCT1,"Cousin, Cousine",1975,D:Tacchella,PN:Bertrand Javal,St:Gaumont,Ecol,Drame,H**
JiS10,The Rocky Horror Picture Show,1975,D:Sharman,PN:Michael White,St:Fox SL:GB,col,Horreur,aw
JKp8,White Line Fever,1975,D:J.Kaplan,PN:,SU:,prc,Drame,aw
LQJ10,A Boy and His Dog,1975,D:L.Q.Jones,PN:,SU:,prc,Drame,aw
MxA10,Love Butcher,1975,D:Angel,"PN:Gary Wiliams, Mickey Belski",St:Mirror,col,Horreur,aw
NSg10,The Happy Hooker,1975,D:Sgarro,PN:Fred Caruso,"St:Double, Cannon",Mlab,Porn,H
PaC10,The Flesh of the Orchid,1975,D:Chereau,PN:,SU:,prc,Drame,aw
RKi10,The Midnight Man,1975,D:Kibbee,P:Kibbee,St:Universal,col,Drame,aw
TgG1,Monty Python and the Holy Grail,1975,D:Gilliam,PN:Mark Forrester,"St:EMI, Columbia",Tcol,Fantasy,"F95,H**"
TNu3,Hedda,1975,D:Nunn,PN:Robert Enders,St:Brut,Tcol,Drame,H*
WHl1,Hard Times,1975,D:W.Hill,PN:,SU:,prc,Drame,aw
WWi10,Tom Horn,1975,D:Wiard,PN:Fred Weintraub,St:Warners,Tcol,"Western, Biopic",H
xDB1,Moses,1975,D:deBosio,PN:,SU:,prc,Drame,aw
HoZ5,Hearts of the West,1975,D:Zieff,PN:,SU:,col,Western,
LB34,Le Fantome de la Liberte,1974,D:Bunuel,PN:,SU:,,Comédie,
MRb43,Earthquake,1974,D:Robson,P:J.Lang,St:Universal,Tcol,Catastrophe,H*
WiC70,Shanks,1974,D:W.Castle,PU:,SU:,,Horreur,aw
WiC90,Project X,1974,D:W.Castle,PU:,St:Paramount,,"SciFi, Animation",aw
InB34,Scenes from A Marriage,1974,D:I.Bergman,PN:,SU:,prc,Drame,aw
RiF35,Mr. Majestyk,1974,D:R.Fleischer,PN:Walter Mirisch,St:U.A.,DeLuxe,Action,H*
RoN22,The Odessa File,1974,D:Neame,PN:,SU:,prc,Drame,aw
JLo24,Galileo,1974,D:Losey,PN:,SU:,prc,Drame,aw
ACy38,Verdict,1974,D:Cayatte,PN:Carlo Ponti,St:Concordia,Ecol,Drame,H*
IGu28,The Towering Inferno,1974,D:Guillermin,P:I.Allen,"St:Fox, Warners",DeLuxe,Catastrophe,H***
FF15,Amacord,1974,D:Fellini,PN:Francp Christaldi,"St:FC Produzione, Warners",Tcol,"Drame, Comédie","F38, H**, AA for, AAN dir"
FF18,Casanova,1974,D:Fellini,PN:Alberto Grimaldi,St:Universal,Tcol,"Comédie, Biopic",H
JLT29,Huckleberry Finn,1974,D:LeeThompson,P:Robert Greenhut,St:U.A.,DeLuxe,Aventure,H
AR8,Stavisky,1974,D:Resnais,PN:,SU:,bnw,Noir,
BF7,Lenny,1974,D:Fosse,PN:Marvin Worth King,St:U.A.,bnw,Biopic,"AAN, AAN dir, H**"
CMk16,The Train Rolls On,1974,D:Marker,PN:,SU:,prc,Drame,aw
GH17,The Man with the Golden Gun,1974,D:G.Hamilton,"P:Saltzman, Cubby",St:U.A.-Eon,Ecol,Aventure,H*
JIv15,The Wild Party,1974,D:Ivory,P:Merchant,St:AIP,Mlab,Drame,H
GSc17,F. Scott Fitzgerald and the Last of the Belles,1974,D:Schaefer,PU:,SU:,TV,Drame,aw
SR55,Ashani Sanket,1974,D:S.Ray,PN:,SL:India,prc,Drame,Golden Bear
BE19,Tamarind Seed,1974,D:B.Edwards,PN:,SU:,prc,Drame,aw
BE20,The Return of the Pink Panther,1974,D:B.Edwards,P:B.Edwards,St:U.A.,DeLuxe Pan,Comédie,H*
JCn6,The Great Gatsby,1974,D:Clayton,PN:David Merrick,St:Paramount,Ecol,Mystère,H**
RAl72,California Split,1974,D:Altman,"PN:Altman, Joseph Walsh",St:Columbia,Mcol,Comédie,H*
CD22,Vampira,1974,D:C.Donner,PN:Jack H. Wiener,St:Columbia,col,Comédie,H
FiC13,This Is The West That Was,1974,D:F.Cook,PN:,SU:,TV,Drame,
JqR25,Celine and Julie Go Boating,1974,D:Rivette,PN:,SU:,prc,"Comédie, Romance",aw
TPo16,The Harrad Summer,1974,D:Post,PN:,SU:,col,Porn,
GTh57,Carry On Dick,1974,D:G.Thomas,PN:Peter Rogers,SU:,,Comédie,
GTh58,Carry On Behind,1974,D:G.Thomas,PN:Peter Rogers,SU:,,Comédie,
MiW22,Death Wish,1974,D:Winner,"PN:Hal Landers, Bobby Roberts, Michael Winner",St:Paramount,Tcol,Action,H*
SL21,Murder on the Orient Express,1974,D:Lumet,"PN:John Brabourne, Richard Goodwin","St:EMI Elstree,Paramount",Tcol,Suspense,H**
KRz25,The Gambler,1974,D:Reisz,"P:I.Winkler, Chartoff",St:Paramount,prc,Drame,aw
TRs21,Dead Cert,1974,D:T.Richardson,PN:,SU:,,Drame,
DPo5,Double Date,1974,D:D.Potter,PN:,St:BBC,"col, TV",Drame,
RRu15,Freebie and the Bean,1974,D:Rush,PN:Rush,St:Warners,Tcol,Comédie,H*
BFo12,The Stepford Wives,1974,D:B.Forbes,P:Edgar J. Sherrick,"St:Fadsin,Palomar",TVCcol,Drame,H*
FrF45,Craze,1974,D:Francis,PN:Herman Cohen,St:Warners,col,"Comédie, Horreur",
GoH54,The Golden Voyage of Sinbad,1974,D:Hessler,PN:Charles H. Schneer,St:Columbia,Tcol,Fantasy,H*
ICs7,A Woman Under the Influence,1974,D:JCassavetes,PN:,SU:,prc,Drame,aw
PaP32,The Arabian Nights,1974,D:Pasolini,PN:,SU:,prc,Drame,aw
PMo22,Andy Warhols's Dracula,1974,D:Morrissey,"PN:carlo Ponti, Andrew Braunsberg",SU:,col,"Horreur, Porn",H
RDL11,Juggernaut,1974,D:Lester,P:Richard Alan Simmons,St:U.A.,DeLuxe,"Comédie, Suspense",H**
RoP8,Chinatown,1974,D:Polanski,PN:Robert Evans,St:Paramount,"Tcol, CS",Mystère,"H***, Z*, AAN, AAN dir"
BtB3,Going Places,1974,D:Bt.Blier,PN:,SU:,prc,"Romance, Comédie",
CuH10,Killer Bees,1974,D:Harrington,PN:,SU:,TV,Drame,
FFC6,The Conversation,1974,D:Coppola,P:Coppola,St:Paramount,Tcol,Suspense,H**
FFC7,"The Godfather, Part II",1974,D:Coppola,P:Coppola,SU:,col,Action,AA
JaS46,Airport 75,1974,D:Smight,P:J.Lang,St:Universal,"Pan, Tcol",Action,"H, W50"
LiW8,All Screwed Up,1974,D:Wertmuller,PN:,SU:,,"Comédie, Drame",
IvP15,Law and Disorder,1974,D:Passer,PN:,SU:,prc,Drame,aw
KRu7,Mahler,1974,D:K.Russell,PN:,SU:,,Biopic,aw
IBo10,Zardoz,1974,D:Boorman,PN:,SU:,prc,Drame,aw
JTl6,Zandy's Bride,1974,D:Troell,PN:,SU:,prc,Drame,aw
JSg10,"Taking of Pelham 1, 2, 3",1974,D:Sargent,PN:,SU:,prc,Drame,aw
JuF20,Godzilla vs. the Cosmic Monster,1974,D:Fukuda,P:Tanaka,St:Toho,col,SciFi,aw
PCo11,And Then There Were None,1974,D:Collinson,PN:Harry Alan Towers,St:EMI,Tcol,Suspense,H
WBz13,Immoral Tales,1974,D:Borowczyck,PN:Anatole Dauman,"St:Argos, NewLine",Ecol,"Romance, Porn",H
WBz15,The Story of Sin,1974,D:Borowczyck,PN:,SU:,prc,Drame,aw
BdP10,Phantom of The Paradise,1974,D:B.dePalma,P:E.Pressman,St:Fox,Mlab,Musicale,H*
JiC20,Madhouse,1974,D:J.Clark,PN:Milton Subotsky,St:AIP,Ecol,"Comédie, Horreur",H*
MB3,Blazing Saddles,1974,D:Mel Brooks,PN:Michael Herzberg,St:Warners,Tcol,Comédie,"F27, H*"
MB4,Young Frankenstein,1974,D:Mel Brooks,P:Michael Gruskoff,St:Fox,bnw,Comédie,"F37,H**"
PBo7,Daisy Miller,1974,D:Bogdanovich,P:Bogdanovich,SU:,prc,Drame,aw
SuR10,The Loners,1974,D:Roley,PN:,SU:,prc,Drame,aw
BSc7,General Idi Amin,1974,D:Schroeder,PN:,SU:,,Documentaire,aw
IWa10,Female Trouble,1974,D:Waters,PN:,SU:,prc,"Horreur, Porn",aw
PHt11,Gold,1974,D:Hunt,PN:Michael Klinger,St:Hemdale,Tcol,Aventure,H**
RWF15,Ali: Fear Eats the Soul,1974,D:Fassbinder,PN:,St:Tango,col,"Drame, Romance",aw
RWF16,Effi Briest,1974,D:Fassbinder,PU:,St:Tango,bnw,"Drame, Romance",H*
DCs1,House of Dark Shadows,1974,D:D.Curtis,P:D.Curtis,St:MGM,prc,Horreur,
DCs10,Dracula,1974,D:D.Curtis,P:D.Curtis,SU:,"col, TV",Horreur,
DCr4,Squirm,1974,D:Cronenberg,PN:,SU:,prc,Drame,aw
FrB7,Illusion,1974,D:Back,PN:,SU:,col,Animation,
HAs3,The Last Detail,1974,D:Ashby,PN:Gerald Ayres,St:Columbia,Mcol,Comédie,H**
KCo15,The Land that Time Forgot,1974,D:Connor,PN:John Dark,St:Amicus,Tcol,Fantasy,H*
MS4,Alice Doesn't Live Here Anymore,1974,D:Scorsese,PN:David Susskind,St:Warners,Tcol,Comédie,H**
MS6,White Line Fever,1974,D:Scorsese,PN:,St:NWP,prc,Action,
PM4,Harry and Tonto,1974,D:Mazursky,P:Mazursky,St:Fox,col,Drame,Z*
VME13,Herbie Rides Again,1974,D:McEveety,P:Bill Walsh,SU:,Tcol,Comédie,H
AJP2,The Parallax View,1974,D:Pakula,P:Pakula,St:Paramount,Tcol,Suspense,H*
STy10,Den-En Ni Shisu,1974,D:Terayama,PU:,SU:,prc,Drame,
MCi1,Thunderbolt and Lightfoot,1974,D:Cimino,PN:Robert Daley,"St:U.A.,Malpaso",DeLuxe,Action,H*
ShM10,Last Days of Planet Earth,1974,D:Moritani,PN:,St:Toho,col,SciFi,aw
BTv1,The Watchmaker of Saint Paul,1974,D:Tavernier,PN:,SU:,prc,Drame,aw
CWh10,That'll be the Day,1974,D:Whatham,"P:Putnam, Sanford Lieberson",St:EMI,Tcol,"Drame, Comédie",H*
DaG3,The Count of Monte Christo,1974,D:D.Greene,PN:,SU:,,Drame,
ERz3,In Danger and Dire Distress the Middle Road Leads to Death,1974,D:Reitz,PN:,SU:,,Drame,aw
GLe10,The Phantom of Hollywood,1974,D:Levitt,PN:,St:MGM,TV,Horreur,
ICa1,Dark Star,1974,D:Carpenter,PN:,SU:,prc,Drame,aw
JDe1,Caged Heat,1974,D:J.Demme,PN:Evelyn Purcell,St:New World,DeLuxe,Action,
JHr10,That's Entertainment,1974,D:Haley,PN:Daniel Melmick,St:MGM,"col,bnw",Musicale,H**
JLe10,Kotch,1974,D:Lemmon,PN:Richard C,SU:,prc,Drame,H
JMS1,Hester Street,1974,D:J.M.Silver,P:R.D.Silver,St:Midwest Films,bnw,Drame,"Z*, H**"
JuJ1,Emmanuelle,1974,D:Jaeckin,PN:Yves Rousset-Rouard,St:Trinacra,Ecol,Porn,H*
MBn10,La grande bourgoise,1974,D:Bolognini,PU:,SU:,prc,"Drame, Historique",
MiD10,Les Violons du Bal,1974,D:Drach,PN:,SU:,prc,Biopic,aw
MiD20,Le pull-over rouge,1974,D:Drach,PN:,SU:,prc,Biopic,aw
MLi10,Flesh Gordon,1974,D:Light,"PN:Bill Osco, Howard Ziem",St:Graffiti,col,Porn,
NSi10,The Star Spangled Girl,1974,D:N.Simon,PN:,SU:,prc,Drame,aw
PGD10,The Widow Coudere,1974,D:GranierDeferre,PN:,SU:,prc,Drame,aw
PGD11,Der Ehekaefig,1974,D:GranierDeferre,PU:,SU:,prc,Suspense,
RBl10,"Lemora, the Lady Dracula",1974,D:Blackburn,PN:Robert Fern,St:Media Cinema,col,Horreur,aw
SBs10,Phase IV,1974,D:Bass,PN:Paul B. Radin,St:Paramount,Tcol,SciFi,H
StC10,Big Bad Mama,1974,D:S.Carver,P:Corman,St:Santa Cruz,Mcol,Aventure,H
ToA10,"Eadward Muybridge, Zoopraxograher",1974,D:Andersen,PN:,SU:,bnw,Biopic,aw
ToH1,The Texas Chain Saw Massacre,1974,D:T.Hooper,PN:Hooper,St:Vortex,CFIcol,Horreur,H
VSt10,The Treasure of Jamaica Reef,1974,D:V.Stone,PN:,SU:,prc,Drame,aw
xGr10,The Count of Monte Cristo,1974,D:Greene,PN:,SL:GB,prc,Drame,aw
YRa10,About a Woman Who ...,1974,D:Rainer,PN:,SU:,prc,Drame,aw
Z7410,The Phantom of Hollywood,1974,D:UnYear74,PU:,SU:,prc,"Comédie, Horreur",aw
TDe1,Caged Heat,1974,D:T.Demme,PU:,SU:,prc,Drame,
MkD47,Nadyezhda,1973,D:Donskoi,PN:,SU:,prc,Drame,aw
GC50,Travels with my Aunt,1973,D:Cukor,PU:,SU:,prc,Drame,
RWB71,And Now the Screaming Starts,1973,D:R.W.Baker,PN:,SU:,prc,Drame,aw
RWB73,The Vault of Horror,1973,D:Francis,"PN:Milton Subotsky, Max J. Rosenberg",St:Amicus,Cinerama,Horreur,H
IBt38,"Soft Beds, Hard Battles",1973,D:J.Boulting,P:J.Boulting,St:Rank,col,Comédie,H
DMi45,Executive Action,1973,D:D.Miller,PN:Edward Orloff,St:EA Enterprises,col,Biopic,H*
FZ19,Day of the Jackal,1973,D:Zinneman,"PN:John Woolf, David Deutsch","St:Universal, Warwick",Tcol,Suspense,H**
LuV68,Ludwig,1973,D:Visconti,PN:,SU:,prc,Biopic,aw
PhK50,Walking Tall,1973,D:Karlson,PN:Mort Broskin,St:Bing Crosby Prod.,DeLuxe,Action,H*
RBt20,The Last Word,1973,D:R.Boulting,PN:,St:Variety,col,Drame,aw
DS33,Charley Varrick,1973,D:D.Siegel,P:D.Siegel,St:Universal,Tcol,Suspense,H**
PiG70,Alfredo Alfredo,1973,D:Germi,PN:,SU:,prc,Drame,aw
RiF33,Soylent Green,1973,D:R.Fleischer,"PN:Walter Seltzer, Russell Thatcher",St:MGM,Mcol,SciFi,H*
TFi40,Frankenstein and the Monster from Hell,1973,D:Fisher,PN:Roy Skeggs,"St:Hammer, Paramount",col,Horreur,
JLo23,A Doll's House,1973,D:Losey,PN:,SU:,prc,Drame,aw
IGu26,Shaft in Africa,1973,D:Guillermin,PN:Roger Lewis,St:MGM,McolPan,Action,H
HaB28,Johnathan Livingston Seagull,1973,D:Bartlett,P:Bartlett,SU:,prc,Drame,
